title,tags
Annie Hall,city new york comedian alvy singer fall love ditsy annie Comedy  Drama  Romance buena setentas corta WoodyAllen WoodyAllen
Stalker,zone gray unnamed deep seeded desire victim frequent anomaly stalker Drama  Science Fiction  Thriller buena setentas media AndreiTarkovsky AleksandrKaydanovskiy
Das Boot,hunted submarine hunt survive surface stretching boat ship second world war Action  Drama  History  War  Adventure buena ochentas media WolfgangPetersen JürgenProchnow
The Sting,intricate caper deal ambitious smalltime crook veteran seek crime lord Comedy  Crime  Drama buena setentas media GeorgeRoyHill PaulNewman
The Seventh Seal,death block grip home player jof wife swedish knight evade Fantasy  Drama buena cincuentas corta IngmarBergman MaxvonSydow
The Terminator,postapocalyptic future reigning tyrannical supercomputer teleport cyborg assassin known terminator Action  Thriller  Science Fiction buena ochentas corta JamesCameron ArnoldSchwarzenegger
Braindead,transformed transforming ratmonkey bite lionel cosgroves mother control town begin Horror  Comedy buena noventas corta PeterJackson TimBalme
Glory,robert gould shaw lead u civil war volunteer company fighting War buena ochentas media EdwardZwick MatthewBroderick
Manhattan,complicated fall love best friend divorced television writer dating teenage Comedy  Drama  Romance buena setentas corta WoodyAllen WoodyAllen
Miller's Crossing,way fall political bos advisor Drama  Thriller  Crime buena noventas corta JoelCoen JohnTurturro
Dead Poets Society,courting disdain stern rebel convention seize oldfashioned boarding school new Drama buena ochentas media PeterWeir RobinWilliams
The Graduate,recent college graduate older woman Drama buena sesentas corta MikeNichols DustinHoffman
La Femme Nikita,chance secret political assassin controlled felon sentenced life prison murder Action  Thriller buena noventas corta LucBesson AnneParillaud
The Bridge on the River Kwai,bridge pride creation try foil story english pow burma officer Drama  History  War buena cincuentas media DavidLean WilliamHolden
8½,cast unique scenery self reflecting frederico fellini leaf selfportrait dream Fantasy  Drama buena sesentas media FedericoFellini MarcelloMastroianni
Chinatown,gittes eye deceit uncovering web personal political scandal come southern Crime  Drama  Mystery  Thriller buena setentas media RomanPolanski JackNicholson
The Shining,jack torrance accepts caretaker job overlook hotel wife wendy son Horror  Thriller buena ochentas media StanleyKubrick JackNicholson
Stand by Me,missing friend writer recount boyhood Crime  Drama buena ochentas corta RobReiner WilWheaton
M,beckert beckerts massive prey german underworld network attempt escape disruptive city Drama  Action  Thriller  Crime buena treintas corta FritzLang PeterLorre
Evil Dead II,recording recorded williams girlfriend linda unleashed taking lindas cabin wood chant book Horror  Comedy  Fantasy buena ochentas corta SamRaimi BruceCampbell
The Great Escape,prisoner war exasperated number escape prison camp ii based true highsecurity Adventure  Drama  History  Thriller  War buena sesentas media JohnSturges SteveMcQueen
The Deer Hunter,group workingclass friend decides enlist army vietnam war different men Drama  War buena setentas larga MichaelCimino RobertDeNiro
Groundhog Day,narcissistic tv weatherman day producer mawkish cameraman sent report town Romance  Fantasy  Drama  Comedy buena noventas corta HaroldRamis BillMurray
Unforgiven,munny retired onceruthless killer turned gentle widower hog farmer help Western buena noventas media ClintEastwood ClintEastwood
Back to the Future,eighty teenager marty mcfly accidentally sent meeting attracting mother romantic Adventure  Comedy  Science Fiction  Family buena ochentas corta RobertZemeckis MichaelJ.Fox
Akira,friend tetsuo kaneda tough motorcycle covert government project called akira Science Fiction  Animation buena ochentas media KatsuhiroŌtomo MitsuoIwata
Highlander,connor macleod battle scottish highland street new york fight greatest Adventure  Action  Fantasy buena ochentas corta RussellMulcahy ChristopherLambert
Cool Hand Luke,prison criminal luke jackson play warden yard fellow convict repeated Crime  Drama buena sesentas media StuartRosenberg PaulNewman
Young Frankenstein,frankenstein castle grandfather young experiment suddenly change hunchback pretty lab Comedy  Science Fiction buena setentas corta MelBrooks GeneWilder
The Great Dictator,avoid persecution hynkels adenoid hynkel try expand empire poor jewish barber Comedy buena cuarentas media CharlieChaplin CharlieChaplin
Fantasia,walt disney timeless masterpiece extravaganza sight sound song experience excitement Animation  Family  Music buena cuarentas media SamuelArmstrong DeemsTaylor
Heathers,girl halfheartedly try way play social politics killing popular meet Thriller  Comedy  Drama buena ochentas corta MichaelLehmann WinonaRyder
Ben-Hur,film roman christ best ben hur benhur titanic return primarily Action  Adventure  Drama  History buena cincuentas larga WilliamWyler CharltonHeston
This Is Spinal Tap,history undersold concert requisite tap shine metal band special behindthescenes Comedy  Music buena ochentas corta RobReiner ChristopherGuest
Indiana Jones and the Last Crusade,dr henry jones sr suddenly pursuing holy grail eminent archaeologist Adventure  Action buena ochentas media StevenSpielberg HarrisonFord
Gandhi,resistance gandhi year indian independence forsakes worldly win freedom th Drama  History buena ochentas larga RichardAttenborough BenKingsley
Pink Floyd: The Wall,physical social rock star descends Music buena ochentas corta AlanParker ChristineHargreaves
Field of Dreams,turn voice kinsella iowa farmer hears deceased ballplayer direction dont Drama  Fantasy buena ochentas corta PhilAldenRobinson KevinCostner
Butch Cassidy and the Sundance Kid,butch gang sundance hope evading law make way south special History  Drama  Western  Crime buena sesentas corta GeorgeRoyHill PaulNewman
When Harry Met Sally...,travel chicago new york harry sally debate later closer finding Comedy  Romance  Drama buena ochentas corta RobReiner MegRyan
Alien³,prison prisoner survive crash planet newt hick correctional facility kind aid Science Fiction  Action  Horror buena noventas corta DavidFincher SigourneyWeaver
An American Werewolf in London,american tourist england attacked werewolf Horror  Comedy buena ochentas corta JohnLandis DavidNaughton
The Birds,socialite melanie daniel enjoys passing flirtation eligible attorney san francisco Horror buena sesentas corta AlfredHitchcock TippiHedren
Dracula,harker dracula obsessed vampire hunter dr van helsing set end Romance  Horror buena noventas media FrancisFordCoppola GaryOldman
Cape Fear,cadys max cady sam bowden hid document illiterate acquitted cagey family Crime  Thriller buena noventas media MartinScorsese RobertDeNiro
Carrie,ostracized shy teen ability prom lash devastating mind high school Horror  Thriller buena setentas corta BrianDePalma SissySpacek
A Nightmare on Elm Street,krueger nancy cause child causing plan small angry nightmare real johnny Horror buena ochentas corta WesCraven JohnSaxon
Nosferatu,classic based bram stoker novel count orlok interested new residence Fantasy  Horror buena veintes corta F.W.Murnau MaxSchreck
The Omen,miscarriage u diplomat robert thorn adopts newborn film gregory wife Horror  Thriller buena setentas corta RichardDonner GregoryPeck
Star Trek: First Contact,e pursue picard crew prevent invader changing federation history assimilating Science Fiction  Action  Adventure  Thriller buena noventas corta JonathanFrakes PatrickStewart
Jingle All the Way,son howard christmas action town compete man constantly busy sold Family  Comedy regular noventas corta BrianLevant ArnoldSchwarzenegger
101 Dalmatians,dalmatian puppy abducted minion cruella live action adaptation disney classic Comedy  Family regular noventas corta StephenHerek GlennClose
Die Hard 2,mcclanes smartmouthed mcclane offduty cop gripped plot rescue drug lord justice Action  Thriller buena noventas media RennyHarlin BruceWillis
Star Trek: The Motion Picture,enterprise order intercept examine hopefully space entity spotted approaching earth Science Fiction  Adventure  Mystery buena setentas media RobertWise WilliamShatner
Star Trek VI: The Undiscovered Country,retirement kirk mccoy charged assassinating klingon high chancellor imprisoned enterprise Science Fiction  Action  Adventure  Thriller buena noventas corta NicholasMeyer WilliamShatner
Star Trek V: The Final Frontier,capt kirk crew mr spock half brother hijack enterprise obsessive Science Fiction  Action  Adventure  Thriller regular ochentas corta WilliamShatner WilliamShatner
Star Trek II: The Wrath of Khan,feeling old feel cruise death struggle khan exile capture power james Action  Adventure  Science Fiction  Thriller buena ochentas corta NicholasMeyer WilliamShatner
Star Trek III: The Search for Spock,kirk bridge crew risk career restricted genesis planet recover spock Science Fiction  Action  Adventure  Thriller buena ochentas corta LeonardNimoy WilliamShatner
Star Trek IV: The Voyage Home,planet crew kirk twentieth mysterious alien encountered far reach knew Science Fiction  Adventure buena ochentas corta LeonardNimoy WilliamShatner
Batman Returns,batman max gotham attempt coerced transformed catwoman mysterious secretary deciding Action  Fantasy buena noventas media TimBurton MichaelKeaton
Grease,able rekindle romance despite eccentric good girl sandy greaser danny Romance buena setentas corta RandalKleiser JohnTravolta
Under Siege,actionpacked thriller disgruntled excia operative strannix assistant krill group terrorist Action  Thriller buena noventas corta AndrewDavis StevenSeagal
Jaws,great white shark seek destroy bloodthirsty amity island police chief Horror  Thriller  Adventure buena setentas media StevenSpielberg RoyScheider
Jaws 2,police chief brody citizen amity second monstrous shark begin terrorizing Horror  Thriller regular setentas corta JeannotSzwarc RoyScheider
Mars Attacks!,peace green men mar mean invade planet armed irresistible weapon Comedy  Fantasy  Science Fiction buena noventas corta TimBurton JackNicholson
Jerry Maguire,jerry maguire typical sport agent willing day suddenly second client Comedy  Drama  Romance buena noventas media CameronCrowe TomCruise
Raising Arizona,coen brother tell story absurd date trouble Comedy  Crime buena ochentas corta JoelCoen NicolasCage
Scream,known ghostface begin rule horror living reallife girl friend body Crime  Horror  Mystery buena noventas corta WesCraven DavidArquette
The Last of the Mohicans,american settler french soldier battle sister alice unwittingly walk trouble Action  Adventure  Drama  History  Romance  War buena noventas corta MichaelMann DanielDay-Lewis
Dante's Peak,harry life amid catastrophic mayor rumbling dormant volcano burg named Action  Adventure  Thriller regular noventas corta RogerDonaldson PierceBrosnan
